NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
7468_7_78_Tan_Zan_IB5367_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_79_Tan_Zan_IB5368_2009,E98-0664_66,2,1_1_2_1_1_1_5,2.5.1,75,IncFIA(HI1); IncHI1A; IncHI1B(R27)
7468_7_80_Tan_Zan_IB5369_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
7468_7_82_Tan_Zan_IB5371_2010,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_81_Tan_Zan_IB5370_2010,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_86_Tan_Zan_IB5375_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
7468_7_85_Tan_Zan_IB5374_2010,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_87_Tan_Zan_IB5376_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
7468_7_89_Tan_Zan_IB5379_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
7468_7_90_Tan_Zan_IB5380_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
7468_7_88_Tan_Zan_IB5378_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
7468_7_91_Tan_Zan_IB5381_2010,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_92_Tan_Zan_IB5382_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
7468_7_93_Tan_Zan_IB5383_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
7468_7_94_Tan_Zan_IB5384_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIA(HI1); IncFIB(K); IncHI1A/IncHI1B(R27)
7468_7_95_Tan_Zan_IB5385_2010,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(K)
8447_8_2_FijMDUST74_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_3_FijMDUST75_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_5_FijMDUST77_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_4_FijMDUST76_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_7_FijMDUST79_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_6_FijMDUST78_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_1_FijMDUST73_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,74,
8447_8_11_FijMDUST83_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_8_FijMDUST80_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_9_FijMDUST81_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_10_FijMDUST82_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_12_FijMDUST84_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_15_FijMDUST87_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_14_FijMDUST86_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_13_FijMDUST85_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_16_FijMDUST88_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_17_FijMDUST89_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_18_FijMDUST90_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_20_FijMDUST92_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_22_FijMDUST94_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_19_FijMDUST91_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_21_FijMDUST93_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_23_FijMDUST95_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_24_FijMDUST96_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_26_FijMDUST98_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_28_FijMDUST100_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_27_FijMDUST99_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8447_8_30_FijMDUST102_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_32_FijMDUST104_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_29_FijMDUST101_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_1_FijMDUST1_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_31_FijMDUST103_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_3_FijMDUST3_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8447_8_33_FijMDUST105_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_2_FijMDUST2_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_5_FijMDUST5_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_4_FijMDUST4_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_6_FijMDUST6_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_7_FijMDUST7_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_10_FijMDUST10_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_8_FijMDUST8_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_9_FijMDUST9_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_13_FijMDUST13_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_12_FijMDUST12_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_11_FijMDUST11_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_14_FijMDUST14_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_16_FijMDUST16_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_15_FijMDUST15_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_5_18_FijMDUST18_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_17_FijMDUST17_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_19_FijMDUST19_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_21_FijMDUST21_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_22_FijMDUST22_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_25_FijMDUST25_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_24_FijMDUST24_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_23_FijMDUST23_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_20_FijMDUST20_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_26_FijMDUST26_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_27_FijMDUST27_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_30_FijMDUST30_2009,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_31_FijMDUST31_2000,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_5_28_FijMDUST28_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_33_FijMDUST33_1997,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_5_29_FijMDUST29_2011,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_5_32_FijMDUST32_2000,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_5_34_FijMDUST34_1997,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_5_35_FijMDUST35_1996,ERL072973,1,1_1_1_1_1_1_5,4.2,75,
8490_5_36_FijMDUST36_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_37_FijMDUST37_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_38_FijMDUST38_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_39_FijMDUST39_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_40_FijMDUST40_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_44_FijMDUST44_1996,H12ESR00394-001A,1,1_1_1_1_1_1_5,3.5,75,
8490_6_42_FijMDUST42_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_43_FijMDUST43_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_41_FijMDUST41_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_45_FijMDUST45_1996,E00-7866,3677,1_1_2_1_1_665_5,0.1,75,
8490_6_48_FijMDUST48_1996,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_49_FijMDUST49_1996,ERL072973,1,1_1_1_1_1_1_5,4.2,75,
8490_6_46_FijMDUST46_1996,ERL041834,2,1_1_2_1_1_1_5,2,75,
8490_6_50_FijMDUST50_1996,ERL072973,1,1_1_1_1_1_1_5,4.2,75,
8490_6_47_FijMDUST47_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_51_FijMDUST51_1995,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_52_FijMDUST52_1995,ERL072973,1,1_1_1_1_1_1_5,4.2,75,
8490_6_55_FijMDUST55_1995,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8490_6_53_FijMDUST53_1995,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_54_FijMDUST54_1995,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_56_FijMDUST56_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_59_FijMDUST59_1994,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_58_FijMDUST58_1994,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_57_FijMDUST57_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_61_FijMDUST61_1994,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_60_FijMDUST60_1994,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_62_FijMDUST62_1994,ERL072973,1,1_1_1_1_1_1_5,4.2.1,75,
8490_6_63_FijMDUST63_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_64_FijMDUST64_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_65_FijMDUST65_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_66_FijMDUST66_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_67_FijMDUST67_1994,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8490_6_68_FijMDUST68_1994,ST1921-06,2,1_1_2_1_1_1_5,2.3.5,75,
8490_6_71_FijMDUST71_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_6_69_FijMDUST69_1996,ERL072973,1,1_1_1_1_1_1_5,4.2.3,75,
8490_6_70_FijMDUST70_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8490_6_72_FijMDUST72_2008,ERL072973,1,1_1_1_1_1_1_5,4.2.2,75,
8525_3_30_KenKe451_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_31_KenKe452_2008,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
8525_2_54_KenKe378_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_32_KenKe45_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_34_KenKe455_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_41_KenKe462_2008,E98-0664_66,2,1_1_2_1_1_1_5,2.5,75,
8525_3_40_KenKe461_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8525_3_37_KenKe458_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_33_KenKe454_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_42_KenKe463_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_45_KenKe466_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_46_KenKe467_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_51_KenKe472_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_47_KenKe468_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_49_KenKe470_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_53_KenKe474_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8525_3_48_KenKe469_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,76,IncHI1A/IncHI1B(R27)
8525_3_54_KenKe475_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_55_KenKe476_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_59_KenKe480_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_56_KenKe477_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_71_KenKe492_2001,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
8525_3_58_KenKe479_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,Col440I; IncHI1A/IncHI1B(R27)
8525_3_61_KenKe482_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8525_3_60_KenKe481_2008,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8616_4_37_IndBCR43_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8615_4_29_KenKe062_2004,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncHI1A/IncHI1B(R27)
8616_4_38_IndBCR48_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
8616_4_41_IndBCR62_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_39_IndBCR49_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
8616_4_40_IndBCR52_2009,UI4692,2173,1_1_2_1_1_476_5,2.2.1,75,
8616_4_42_IndBCR89_2010,UI4692,2173,1_1_2_1_1_476_5,2.2.1,75,
8616_4_44_IndBCR108_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_48_IndBCR175_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_45_IndBCR110_2010,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_46_IndBCR162_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_47_IndBCR170_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_49_IndBCR177_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
8616_4_50_IndBCR191_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_52_IndBCR232_2011,E98-0664_66,2,1_1_2_1_1_1_5,2,75,
8616_4_53_IndSP2_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8616_4_51_IndBCR211_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_54_IndSP9_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_55_IndSP11_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
8616_4_56_IndSP47_2009,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
8616_4_57_IndSP66_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.2,75,
8616_4_58_IndSP80_2011,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
9472_4_78_S.Typhi_Quailes_1958,404Ty,2,1_1_2_1_1_1_5,3.1,75,
9475_4_48_IndD7558_2006,007898,1,1_1_1_1_1_1_5,4.3.1,75,
9475_4_51_IndC3891_2005,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
9475_4_52_IndC3495_2005,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_4_50_IndC3551_2005,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
9475_4_49_IndD7649_2007,007898,1,1_1_1_1_1_1_5,4.3.1,75,
9475_4_54_IndE2889_2006,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
9475_4_53_IndC3634_2005,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,IncFIB(pHCM2)
9475_4_56_IndE1240_2004,UI4692,2,1_1_2_1_1_1_5,2.2.4,74,
9475_6_1_Mal1010996_2011,UI4692,2,1_1_2_1_1_1_5,2.2,75,
9475_4_57_IndE1303_2004,UI4692,2,1_1_2_1_1_1_5,2.2.4,75,
9475_6_3_Mal1019695_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_4_55_IndE2990_2006,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,IncHI1A/IncHI1B(R27)
9475_6_2_Mal1014063_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_4_Mal1019515_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_5_Mal1021678_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_10_Mal1013486_2011,Ty2,1,1_1_1_1_1_1_5,4.1,75,
9475_6_8_Mal1030208_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_9_Mal1008634_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_13_Mal1021701_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,75,
9475_6_6_Mal1025912_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_14_Mal1025691_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,75,
9475_6_12_Mal1021106_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_17_Mal1007914_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_16_Mal1031809_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_20_Mal1018216_2011,Ty2,1,1_1_1_1_1_1_5,4.1,75,
9475_6_24_Mal1031785_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_21_Mal1023407_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_19_Mal1016889_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_18_Mal1013305_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_25_Mal1007917_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_26_Mal1012911_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_29_Mal1022981_2011,Ty2,1,1_1_1_1_1_1_5,4.1,75,
9475_6_28_Mal1020791_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_27_Mal1016653_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_31_Mal1022553_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_32_Mal1030630_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_33_Mal1014451_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_36_Mal1021854_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_34_Mal1018211_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_35_Mal1016605_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_37_Mal1022075_2011,Ty2,1,1_1_1_1_1_1_5,4.1,75,
9475_6_39_Mal1032927_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_41_Mal1014383_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_42_Mal1017142_2011,Ty2,1,1_1_1_1_1_1_5,4.1,75,
9475_6_44_Mal1023267_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,75,
9475_6_43_Mal1020184_2011,ERL041834,2,1_1_2_1_1_1_5,3.3.1,75,
9475_6_46_Mal1024341_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_45_Mal1021624_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_47_Mal1032463_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_48_MalA53009_2008,D50739,2,1_1_2_1_1_1_5,2.4.1,75,
9475_6_50_Mal1017137_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_49_Mal1013803_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_51_Mal1019839_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_52_Mal1022401_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_53_Mal1020976_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_54_Mal1023999_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_55_Mal1032281_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_57_Mal1012752_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,75,
9475_6_56_MalA53789_2009,007898,1,1_1_1_1_1_1_5,4.3.1.2,75,
9475_6_59_Mal1019833_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_58_Mal1020366_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_65_Mal1012727_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_62_Mal1028143_2012,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
9475_6_66_Mal1020059_2011,007898,1,1_1_1_1_1_1_5,4.3.1.1,75,
