NAME,Ampicillin,Broad-Spectrum Cephalosporins,Chloramphenicol,Ciprofloxacin,Sulfonamides,Trimethoprim,Co-Trimoxazole,Tetracycline,Azithromycin,Colistin,Meropenem
10561_2_67_Viedtc99_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_68_Viedtc98_1994,0,0,0,0,0,0,0,0,0,0,0
10561_2_69_Viedn88_1995,1,0,1,0,1,1,1,1,0,0,0
10561_2_70_Viedtc20_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_71_Viedtc131_1995,0,0,0,0,0,0,0,0,0,0,0
10561_2_72_Viedtc180_1995,1,0,1,0,1,1,1,1,0,0,0
10561_2_73_Viedtc5_1994,0,0,0,0,0,0,0,0,0,0,0
10561_2_74_Viedtc107_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_76_Viect1-13_1993,1,0,1,0,1,1,1,1,0,0,0
10561_2_77_Viect1-19_1993,0,0,0,0,0,0,0,0,0,0,0
10561_2_78_Viedty1-99_1997,1,0,1,1,1,1,1,1,0,0,0
10561_2_79_Viedty1-71_1997,1,0,1,0,1,1,1,1,0,0,0
10561_2_8_Nepnp5_2011,0,0,0,1,0,0,0,0,0,0,0
10561_2_80_Viety2-121_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_82_Viety2-122_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_84_Viety1-48_1993,1,0,1,0,1,1,1,1,0,0,0
10561_2_86_Viety2-124_1994,1,0,1,0,1,1,1,1,0,0,0
10561_2_88_Viety2-68_1994,0,0,0,0,0,0,0,0,0,0,0
10561_2_9_Nepnp43_2011,0,0,0,1,0,0,0,0,0,0,0
10561_2_90_Viety2-69_1994,0,0,0,0,0,0,0,0,0,0,0
10561_2_92_Viety1-30_1993,0,0,0,0,0,0,0,0,0,0,0
10562_2_1_EgyMDUST110_2007,0,0,0,0,0,0,0,0,0,0,0
10562_2_10_UnkMDUST146_2012,0,0,0,1,0,0,0,0,0,0,0
10562_2_11_IndMDUST148_2012,0,0,0,1,0,0,0,0,0,0,0
10562_2_12_IndMDUST165_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_13_IndMDUST167_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_14_SEAsiaMDUST170_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_15_IndMDUST171_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_16_ThaMDUST172_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_17_UnkMDUST176_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_18_UnkMDUST190_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_19_BanMDUST191_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_2_SudMDUST112_2008,0,0,0,0,0,0,0,0,0,0,0
10562_2_20_IndoMDUST192_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_21_BanMDUST193_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_22_BanMDUST195_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_23_LebMDUST218_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_24_IndMDUST221_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_25_BanMDUST227_2010,0,0,0,1,0,0,0,0,0,0,0
10562_2_26_SamMDUST228_2010,0,0,0,0,0,0,0,0,0,0,0
10562_2_27_BanMDUST230_2010,1,0,1,1,1,1,1,0,0,0,0
10562_2_28_IndMDUST233_2010,0,0,1,1,0,1,0,0,0,0,0
10562_2_29_IndMDUST238_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_3_SamMDUST119_2009,0,0,0,0,0,0,0,0,0,0,0
10562_2_30_IndMDUST240_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_31_IndMDUST245_2011,0,0,0,1,1,1,1,1,0,0,0
10562_2_32_IndMDUST247_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_33_PakMDUST251_2010,1,0,1,1,1,1,1,0,0,0,0
10562_2_34_IndMDUST254_2010,0,0,0,1,0,0,0,0,0,0,0
10562_2_35_UnkMDUST260_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_36_IndMDUST262_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_37_BanMDUST263_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_38_IndMDUST264_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_39_PakMDUST266_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_4_SamMDUST122_2010,0,0,0,0,0,0,0,0,0,0,0
10562_2_40_IndMDUST271_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_41_IndMDUST272_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_42_IndMDUST273_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_43_PNGMDUST275_1992,0,0,0,0,0,0,0,0,0,0,0
10562_2_44_SamMDUST290_2008,0,0,0,0,0,0,0,0,0,0,0
10562_2_45_PNGMDUST302_1980,0,0,0,0,0,0,0,0,0,0,0
10562_2_46_FijMDUST307_1981,0,0,0,0,0,0,0,0,0,0,0
10562_2_47_VanMDUST314_1991,0,0,0,0,0,0,0,0,0,0,0
10562_2_48_FijMDUST324_1992,1,0,1,0,1,1,1,0,0,0,0
10562_2_49_PNGMDUST338_1993,0,0,0,0,0,0,0,0,0,0,0
10562_2_5_SamMDUST124_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_50_FijMDUST343_1993,0,0,0,0,0,0,0,0,0,0,0
10562_2_51_FijMDUST346_1984,0,0,0,0,0,0,0,0,0,0,0
10562_2_52_FijMDUST347_1993,1,0,1,0,1,1,1,0,0,0,0
10562_2_53_FijMDUST350_1985,0,0,0,0,0,0,0,0,0,0,0
10562_2_54_PNGMDUST353_1986,0,0,0,0,0,0,0,0,0,0,0
10562_2_55_PNGMDUST357_1994,0,0,0,0,0,0,0,0,0,0,0
10562_2_56_PNGMDUST359_1996,0,0,0,0,0,0,0,0,0,0,0
10562_2_58_IndMDUST367_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_59_IndMDUST369_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_6_PhilMDUST134_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_60_IndMDUST370_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_61_SamMDUST371_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_62_PakMDUST372_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_63_IndMDUST373_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_64_PakMDUST374_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_65_IndMDUST375_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_66_IndMDUST376_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_67_IndMDUST377_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_68_IndMDUST378_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_69_BurMDUST379_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_7_IndMDUST137_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_70_IndMDUST380_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_71_IndMDUST381_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_72_IndoMDUST384_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_73_BanMDUST390_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_74_IndMDUST392_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_75_IndMDUST394_2011,1,0,1,1,1,1,1,0,0,0,0
10562_2_76_IndoMDUST395_2012,0,0,0,0,0,0,0,0,0,0,0
10562_2_77_Indo_BaliMDUST398_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_78_VieMDUST399_2011,1,0,1,1,1,1,1,1,0,0,0
10562_2_79_IndMDUST400_2012,0,0,0,1,0,0,0,0,0,0,0
10562_2_8_IndMDUST142_2012,1,0,1,1,1,1,1,0,0,0,0
10562_2_80_SamMDUST405_2012,0,0,0,0,0,0,0,0,0,0,0
10562_2_81_IndMDUST409_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_82_IndMDUST413_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_83_IndMDUST414_2011,0,0,0,1,0,0,0,0,0,0,0
10562_2_84_SamMDUST416_2012,0,0,0,0,0,0,0,0,0,0,0
10562_2_85_SamMDUST417_2012,0,0,0,0,0,0,0,0,0,0,0
10562_2_86_FijMDUST419_2011,0,0,0,0,0,0,0,0,0,0,0
10562_2_9_AustraliaMDUST144_2012,1,0,1,1,1,1,1,0,0,0,0
10592_2_1_Pak820_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_10_Pak3484_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_11_Pak16599_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_12_Pak2439_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_13_Pak1382_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_14_Pak200_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_15_Pak20753_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_16_Pak3163_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_17_Pak11193_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_18_Pak6289_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_19_Pak2064_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_2_Pak5504_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_20_Pak1041_2003,1,0,1,0,1,1,1,0,0,0,0
10592_2_21_Pak4180_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_22_Pak21801_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_23_Pak3283_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_24_Pak10109_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_25_Pak20911_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_26_Pak21095_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_27_Pak21669_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_28_Pak2176_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_29_Pak11110_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_3_Pak3657_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_30_Pak2513_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_31_Pak3164_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_32_Pak42_2003,1,0,1,1,1,1,1,1,0,0,0
10592_2_33_Pak3769_2003,0,0,0,1,1,0,0,0,0,0,0
10592_2_34_Pak7415_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_35_AlgE99-6646_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_36_Alg09-6318_2009,0,0,0,0,0,0,0,0,0,0,0
10592_2_37_Ind77-303_1977,0,0,1,0,1,0,0,1,0,0,0
10592_2_38_PerE98-8119_1998,0,0,0,0,0,0,0,0,0,0,0
10592_2_39_MorE99-8013_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_4_Pak1093_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_40_IvoCoa07-4565_2007,0,0,0,0,1,1,1,0,0,0,0
10592_2_41_SenE98-2107_1998,0,0,0,0,0,0,0,0,0,0,0
10592_2_42_GabE98-2601_1998,0,0,0,0,0,0,0,0,0,0,0
10592_2_43_ComE99-9794_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_44_AlgE00-1382_2000,0,0,0,0,0,0,0,0,0,0,0
10592_2_45_IndE97-2364_1997,0,0,0,0,0,0,0,0,0,0,0
10592_2_46_CamerIPCU_2007,1,0,0,0,1,1,1,1,0,0,0
10592_2_47_Gui09-4821_2009,0,0,1,0,1,1,1,0,0,0,0
10592_2_48_MadE97-3246_1997,0,0,0,0,0,0,0,0,0,0,0
10592_2_49_ComE02-2364_2002,0,0,0,0,0,0,0,0,0,0,0
10592_2_5_Pak17311_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_50_MexE98-4364_1998,0,0,0,1,0,0,0,0,0,0,0
10592_2_51_MorE99-4879_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_52_Africa09-4584_2009,0,0,1,0,1,1,1,0,0,0,0
10592_2_53_France_African_name09-2214_2009,0,0,0,0,0,0,0,0,0,0,0
10592_2_54_MorE00-6657_2000,0,0,0,0,0,0,0,0,0,0,0
10592_2_55_ArmE98-11555_1998,0,0,0,0,0,0,0,0,0,0,0
10592_2_56_LaoE02-1963_2002,0,0,0,0,0,0,0,0,0,0,0
10592_2_57_CamerE01-1747_2001,0,0,0,0,0,0,0,0,0,0,0
10592_2_58_CAR09-6906_2009,1,0,0,0,1,1,1,0,0,0,0
10592_2_59_MaliE99-6359_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_6_Pak18763_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_61_Mad80-2002_1980,1,0,1,0,1,0,0,1,0,0,0
10592_2_62_NepE99-8635_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_65_Camer09-5224_2009,1,0,1,0,1,1,1,1,0,0,0
10592_2_66_MadE96-12081_1996,0,0,0,0,0,0,0,0,0,0,0
10592_2_67_IndE97-2307_1997,0,0,0,1,0,0,0,0,0,0,0
10592_2_68_SenE99-1028_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_69_NigE02-0530_2002,0,0,0,0,0,0,0,0,0,0,0
10592_2_7_Pak3802_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_70_MauE98-6926_1998,0,0,0,0,0,0,0,0,0,0,0
10592_2_71_CamerIPCC_2002,1,0,0,0,1,1,1,1,0,0,0
10592_2_72_CamerIPCG_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_73_SriLanE01-8716_2001,0,0,0,0,0,0,0,0,0,0,0
10592_2_74_MorE99-7012_1999,0,0,0,0,0,0,0,0,0,0,0
10592_2_75_Mau09-5232_2009,1,0,1,0,1,1,1,1,0,0,0
10592_2_76_CamerIPCO_2006,0,0,0,0,1,1,1,1,0,0,0
10592_2_77_IvoCoa06-6673_2006,0,0,1,0,1,1,1,0,0,0,0
10592_2_78_Ban07-5320_2007,1,0,1,1,1,1,1,0,0,0,0
10592_2_79_BurFas06-6055_2006,0,0,1,0,1,1,1,0,0,0,0
10592_2_8_Pak16637_2003,0,0,0,0,0,0,0,0,0,0,0
10592_2_80_BanE03-6418_2003,0,0,0,1,0,0,0,0,0,0,0
10592_2_81_France_African_name09-2213_2009,0,0,0,0,0,0,0,0,0,0,0
10592_2_82_Nig09-8993_2009,1,0,1,0,1,1,1,1,0,0,0
10592_2_9_Pak3723_2003,1,0,1,1,1,1,1,1,0,0,0
10593_2_1_MadE00-3459_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_10_SriLanE02-2159_2002,1,0,1,1,1,1,1,1,0,0,0
10593_2_11_ThaE02-1687_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_12_Africa09-9292_2009,0,0,1,0,1,1,1,0,0,0,0
10593_2_13_NigerE99-9082_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_14_Alg05-8683_2005,1,0,1,0,1,1,1,1,1,0,0
10593_2_15_Camer07-3108_2007,1,0,0,0,1,1,1,1,0,0,0
10593_2_16_Tun69-61_1961,0,0,0,0,0,0,0,0,0,0,0
10593_2_17_Ben04-7167_2004,1,0,1,0,1,1,1,0,0,0,0
10593_2_18_ChinE02-5919_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_19_BurFas06-1510_2006,1,0,1,0,1,1,1,1,0,0,0
10593_2_2_Mex72-1258_1972,0,0,1,0,1,0,0,1,0,0,0
10593_2_20_IvoCoa07-5494_2007,1,0,1,0,1,1,1,1,0,0,0
10593_2_21_Camer14-58_1958,0,0,0,0,0,0,0,0,0,0,0
10593_2_22_MaliE01-1811_2001,0,0,0,0,0,0,0,0,0,0,0
10593_2_23_CamerIPCE_2002,1,0,0,0,1,1,1,1,0,0,0
10593_2_24_EgyE99-2862_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_26_IndE00-9345_2000,0,0,0,1,0,0,0,0,0,0,0
10593_2_27_Camer04-7620_2004,1,0,0,0,1,1,1,1,0,0,0
10593_2_28_Ben09-8774_2009,1,0,1,0,1,1,1,0,0,0,0
10593_2_29_Indo76-1406_1976,0,0,1,0,1,0,0,1,0,0,0
10593_2_3_CamerIPCK_2004,1,0,0,0,1,1,1,1,0,0,0
10593_2_30_BenE02-1739_2002,1,0,0,0,1,1,1,1,0,0,0
10593_2_31_Camer12-58_1958,0,0,0,0,0,0,0,0,0,0,0
10593_2_32_France_African_meal09-2619_2009,1,0,1,0,1,1,1,1,0,0,0
10593_2_33_Ang05-2783_2005,1,0,1,0,1,1,1,1,0,0,0
10593_2_34_CamerIPCI_2004,1,0,0,0,1,1,1,1,0,0,0
10593_2_35_CamerIPCL_2004,1,0,0,0,1,1,1,1,0,0,0
10593_2_36_Vie72-1907_1972,0,0,1,0,1,0,0,1,0,0,0
10593_2_37_PerE00-6999_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_38_Camer06-467_2006,1,0,0,0,1,1,1,1,0,0,0
10593_2_39_FreGuiE02-0232_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_4_EgyE00-2388_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_40_TurE97-9141_1997,0,0,0,0,0,0,0,0,0,0,0
10593_2_41_CapVerE00-6599_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_42_CamerIPCA_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_43_MorE00-7878_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_44_CamerE98-8120_1998,0,0,0,0,0,0,0,0,0,0,0
10593_2_45_MorE00-7463_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_46_GuiE99-6478_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_47_CamerIPCR_2006,1,0,0,0,1,1,1,1,0,0,0
10593_2_48_Vie73-1102_1973,0,0,1,0,1,0,0,1,0,0,0
10593_2_49_BanE00-5869_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_5_IndE00-2756_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_50_CamerIPCT_2007,1,0,0,0,1,1,1,1,0,0,0
10593_2_51_IndE02-2612_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_52_CamerIPCQ_2006,1,0,0,0,1,1,1,1,0,0,0
10593_2_53_Camer07-291_2007,1,0,0,0,1,1,1,1,0,0,0
10593_2_54_TunE99-5920_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_55_AlgE99-8067_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_56_Camer07-702_2007,1,0,0,0,1,1,1,1,0,0,0
10593_2_57_Mali08-10571_2008,1,0,1,0,1,1,1,1,0,0,0
10593_2_58_Ben04-6845_2004,1,0,1,0,1,1,1,0,0,0,0
10593_2_59_MaliE00-3201_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_6_MorE00-3370_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_60_TurE01-0407_2001,0,0,0,0,0,0,0,0,0,0,0
10593_2_61_CamerIPCP_2006,1,0,0,0,1,1,1,1,0,0,0
10593_2_62_BurFas06-1513_2006,1,0,1,0,1,1,1,1,0,0,0
10593_2_63_Alg09-6677_2009,0,0,0,0,0,0,0,0,0,0,0
10593_2_64_Con08-7714_2008,1,0,1,0,1,1,1,1,0,0,0
10593_2_65_CAR07-977_2007,1,0,0,0,1,1,1,1,0,0,0
10593_2_66_Camer06-5029_2006,0,0,0,0,1,1,1,1,0,0,0
10593_2_67_FreGuiE02-1536_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_68_ComE02-0937_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_69_Tog06-7490_2006,1,0,1,0,1,1,1,1,0,0,0
10593_2_7_CamerE02-0945_2002,0,0,0,0,0,0,0,0,0,0,0
10593_2_72_CARQ0904130_2006,1,0,1,0,1,1,1,1,0,0,0
10593_2_73_IvoCoa08-4327_2008,1,0,1,0,1,1,1,1,0,0,0
10593_2_74_France_African_meal09-2597_2009,1,0,1,0,1,1,1,1,0,0,0
10593_2_75_AlgE99-8095_1999,0,0,0,0,0,0,0,0,0,0,0
10593_2_76_CamerIPCS_2006,0,0,0,0,0,0,0,0,0,0,0
10593_2_77_CamerIPCN_2005,1,0,1,0,1,1,1,1,0,0,0
10593_2_78_LebE01-7006_2001,0,0,0,0,0,0,0,0,0,0,0
10593_2_79_TogE01-7101_2001,0,0,0,0,0,0,0,0,0,0,0
10593_2_8_Tog04-0339_2004,1,0,1,0,1,1,1,1,0,0,0
10593_2_80_Pal08-7802_2008,1,0,1,1,1,1,1,0,0,0,0
10593_2_81_TunE00-7666_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_82_AngE01-5741_2001,0,0,0,0,0,0,0,0,0,0,0
10593_2_83_IndoE00-6172_2000,0,0,0,0,0,0,0,0,0,0,0
10593_2_9_MorE99-6785_1999,0,0,0,0,0,0,0,0,0,0,0
10607_1_42_Cam013044_2008,1,0,1,1,1,1,1,1,0,0,0
10607_1_43_Cam006720_2008,1,0,1,1,1,1,1,1,0,0,0
10607_1_44_Cam007824_2008,1,0,1,1,1,1,1,1,0,0,0
10607_1_45_Cam010439_2008,0,0,0,1,0,0,0,0,0,0,0
10607_1_46_Cam011433_2008,1,0,1,1,1,1,1,1,0,0,0
10607_1_47_Cam005326_2008,1,0,1,1,1,1,1,1,0,0,0
10607_1_48_Cam019983_2009,1,0,1,1,1,1,1,1,0,0,0
10607_1_49_Cam020666_2009,0,0,1,1,1,1,1,1,0,0,0
10607_1_50_Cam011175_2009,1,0,1,1,1,1,1,1,0,0,0
10607_1_51_Cam002168_2010,0,0,0,0,0,0,0,0,0,0,0
10607_1_52_Cam012339_2010,1,0,1,1,1,1,1,1,0,0,0
10607_1_58_Cam008387_2010,1,0,1,1,1,1,1,1,0,0,0
10607_1_59_Cam002088_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_60_Cam000934_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_62_Cam007188_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_63_Cam214318_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_64_Cam008491_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_65_Cam006459_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_66_Cam205957_2011,0,0,0,1,0,0,0,0,0,0,0
10607_1_67_Cam017523_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_69_Cam009404_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_70_Cam004677_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_73_Cam015914_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_74_Cam017747_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_75_Cam017563_2011,0,0,0,1,0,0,0,0,0,0,0
10607_1_76_Cam019378_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_77_Cam019409_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_78_Cam005712_2011,1,0,1,1,1,1,1,1,0,0,0
10607_1_79_Cam010218_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_80_Cam011302_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_81_Cam011333_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_82_Cam011024_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_83_Cam019645_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_84_Cam019909_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_85_Cam011344_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_86_Cam011089_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_87_Cam010551_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_89_Cam010616_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_90_Cam000073_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_91_Cam011809_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_92_Cam010204_2012,1,0,1,1,1,1,1,1,0,0,0
10607_1_93_Cam012355_2012,1,0,0,1,1,1,1,1,0,0,0
10607_1_95_Cam015100_2012,0,0,0,1,0,0,0,0,0,0,0
10607_1_96_Cam017695_2012,0,0,0,1,0,0,0,0,0,0,0
10607_2_1_Mal1035759_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_10_Mal1003117_2010,1,0,1,0,1,1,1,0,0,0,0
10607_2_11_MalBKQ1GA_2012,0,0,0,0,0,0,0,0,0,0,0
10607_2_12_Mal1007000_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_13_MalBHA1P5_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_14_MalBKQ2KZ_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_15_MalBKQ4SJ_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_17_MalBKQ4NZ_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_18_MalBKQ2H5_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_19_MalBHA2HH_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_2_MalBKQ4CF_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_20_Mal1003078_2010,0,0,0,1,0,0,0,0,0,0,0
10607_2_21_MalD56675_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_22_MalA59204_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_23_MalBHA2QL_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_24_MalBKQ4H1_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_25_Mal1038377_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_26_Mal1037921_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_27_MalBKQ4E3_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_28_MalD55055_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_29_MalD56393_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_3_MalA57501_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_30_MalA58452_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_32_MalA59217_2010,0,0,0,1,0,0,0,0,0,0,0
10607_2_33_MalA58450_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_34_MalD54782_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_35_MalBKQ4JU_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_36_Mal1036491_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_37_Mal1036143_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_38_MalBKQ4D9_2013,1,0,1,0,1,1,1,0,0,0,0
10607_2_4_MalA58372_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_40_MalA58390_2010,0,0,0,1,0,0,0,0,0,0,0
10607_2_41_MalA59307_2010,0,0,0,0,0,0,0,0,0,0,0
10607_2_5_Mal1005624_2010,1,0,1,0,1,1,1,0,0,0,0
10607_2_53_Cam013700_2010,1,0,1,0,1,1,1,1,0,0,0
10607_2_54_Cam007692_2010,1,0,1,1,1,1,1,1,0,0,0
10607_2_55_Cam000234_2010,1,0,1,1,1,1,1,1,0,0,0
10607_2_56_Cam017391_2010,1,0,1,1,1,1,1,1,0,0,0
10607_2_6_Mal1003108_2010,1,0,1,0,1,1,1,0,0,0,0
10607_2_7_MalBKQ22S_2012,1,0,1,0,1,1,1,0,0,0,0
10607_2_8_Mal1004971_2010,1,0,0,0,1,1,1,1,0,0,0
