NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
8525_3_56_KenKe477_2008,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,IncHI1A--IncHI1B(R27)
8525_3_71_KenKe492_2001,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA2,82,IncHI1A--IncHI1B(R27)
8525_3_58_KenKe479_2008,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,Col440I; IncHI1A--IncHI1B(R27)
8525_3_61_KenKe482_2008,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,IncHI1A--IncHI1B(R27)
8525_3_60_KenKe481_2008,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,IncHI1A--IncHI1B(R27)
8616_4_37_IndBCR43_2009,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8615_4_29_KenKe062_2004,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,IncHI1A--IncHI1B(R27)
8616_4_38_IndBCR48_2009,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncHI1A--IncHI1B(R27)
8616_4_41_IndBCR62_2009,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_39_IndBCR49_2009,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
8616_4_40_IndBCR52_2009,UI4692,2173,1_1_2_1_1_476_5,2.2.1,82,
8616_4_42_IndBCR89_2010,UI4692,2173,1_1_2_1_1_476_5,2.2.1,82,
8616_4_44_IndBCR108_2010,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_48_IndBCR175_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_45_IndBCR110_2010,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_46_IndBCR162_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_47_IndBCR170_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_49_IndBCR177_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
8616_4_50_IndBCR191_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_52_IndBCR232_2011,E98-0664_66,2,1_1_2_1_1_1_5,2,82,
8616_4_53_IndSP2_2009,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
8616_4_51_IndBCR211_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_54_IndSP9_2009,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_55_IndSP11_2009,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
8616_4_56_IndSP47_2009,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
8616_4_57_IndSP66_2009,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,
8616_4_58_IndSP80_2011,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
9472_4_78_S.Typhi_Quailes_1958,404Ty,2,1_1_2_1_1_1_5,3.1,82,
9475_4_48_IndD7558_2006,7898,1,1_1_1_1_1_1_5,4.3.1,82,
9475_4_51_IndC3891_2005,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,
9475_4_52_IndC3495_2005,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
9475_4_50_IndC3551_2005,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncHI1A--IncHI1B(R27)
9475_4_49_IndD7649_2007,7898,1,1_1_1_1_1_1_5,4.3.1,82,
9475_4_54_IndE2889_2006,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncHI1A--IncHI1B(R27)
9475_4_53_IndC3634_2005,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
9475_4_56_IndE1240_2004,UI4692,2,1_1_2_1_1_1_5,2.2.4,81,
9475_6_1_Mal1010996_2011,UI4692,2,1_1_2_1_1_1_5,2.2,82,
9475_4_57_IndE1303_2004,UI4692,2,1_1_2_1_1_1_5,2.2.4,82,
9475_6_3_Mal1019695_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_4_55_IndE2990_2006,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncHI1A--IncHI1B(R27)
9475_6_2_Mal1014063_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_4_Mal1019515_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_5_Mal1021678_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_10_Mal1013486_2011,Ty2,1,1_1_1_1_1_1_5,4.1,82,
9475_6_8_Mal1030208_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_9_Mal1008634_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_13_Mal1021701_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,82,
9475_6_6_Mal1025912_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_14_Mal1025691_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,82,
9475_6_12_Mal1021106_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_17_Mal1007914_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_16_Mal1031809_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_20_Mal1018216_2011,Ty2,1,1_1_1_1_1_1_5,4.1,82,
9475_6_24_Mal1031785_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_21_Mal1023407_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_19_Mal1016889_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_18_Mal1013305_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
9475_6_25_Mal1007917_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_26_Mal1012911_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_29_Mal1022981_2011,Ty2,1,1_1_1_1_1_1_5,4.1,82,
9475_6_28_Mal1020791_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_27_Mal1016653_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_31_Mal1022553_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_32_Mal1030630_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_33_Mal1014451_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_36_Mal1021854_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_34_Mal1018211_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_35_Mal1016605_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_37_Mal1022075_2011,Ty2,1,1_1_1_1_1_1_5,4.1,82,
9475_6_39_Mal1032927_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_41_Mal1014383_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_42_Mal1017142_2011,Ty2,1,1_1_1_1_1_1_5,4.1,82,
9475_6_44_Mal1023267_2011,D50739,2,1_1_2_1_1_1_5,2.4.1,82,
9475_6_43_Mal1020184_2011,ERL041834,2,1_1_2_1_1_1_5,3.3.1,82,
9475_6_46_Mal1024341_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
9475_6_45_Mal1021624_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_47_Mal1032463_2012,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_48_MalA53009_2008,D50739,2,1_1_2_1_1_1_5,2.4.1,82,
9475_6_50_Mal1017137_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_49_Mal1013803_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,
9475_6_51_Mal1019839_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_52_Mal1022401_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_53_Mal1020976_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
9475_6_54_Mal1023999_2011,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,
